volcano_name,volcano_image,volcano_type,country,region,subregion,epoch_period,last_eruption,summit_m,elevation_ft,latitude,longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Ditmara,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,1389,4557,53.87°N,159.53°E,,,,
Dittmar,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,2328,7638,40.453°N,121.347°W,1279,4257,103789,813154
Doma Peaks,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,3568,11706,5.9°S,143.15°E,1,34,1425,30006
Domuyo,https://volcano.si.edu/gallery/photos/GVP-11438.jpg,Stratovolcano,Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,4702,15427,36.638°S,70.432°W,,,,
Dorobu,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1322,4337,36.898°N,139.579°E,,,,
Dos Hermanos,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Dominican Republic,Volcanic Region,West Indies,pleistocene,Pleistocene,0,0,18.75°N,70.92°W,,,,
Double Glacier,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,Volcanic Region,Alaska (southwestern),pleistocene,Pleistocene,1239,4065,60.68°N,152.62°W,,,,
Drum,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,3661,12011,62.12°N,144.63°W,,,,
Duau,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,1850,6070,6.92°S,144.58°E,,,,
Duguna,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,2205,7234,6.95°N,38.07°E,,,,
Dunhua,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,China,Volcanic Region,China (eastern),pleistocene,Pleistocene,826,2710,43.163°N,127.939°E,,,,
Durbulzhi-Ula,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Mongolia,Volcanic Region,Mongolia,pleistocene,Pleistocene,1445,4741,42.8°N,102.08°E,,,,
Durika,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,3257,10686,9.374°N,83.302°W,,,,
Dvukhyurtochny,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,1631,5351,56.82°N,159.88°E,,,,
Dzau,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent,Georgia,Volcanic Region,Western Asia,pleistocene,Pleistocene,1904,6247,42.404°N,44.004°E,484,484,12235,72547
Eagle Lake Field,https://volcano.si.edu/gallery/photos/GVP-06656.jpg,Fissure vent(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,1652,5420,40.63°N,120.83°W,,,,
East Eifel Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Maar(s),Germany,Volcanic Region,Western Europe,pleistocene,Pleistocene,588,1929,50.4°N,7.325°E,,,,
East Molokai,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,Hawaiian Islands,pleistocene,Pleistocene,1506,4941,21.12°N,156.87°W,,,,
East Neh,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Iran,Volcanic Region,Middle East (eastern),pleistocene,Pleistocene,0,0,31.333°N,60.126°E,,,,
East Tanna Volcano,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,552,1811,19.42°S,169.45°E,,,,
Eboshi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,2227,7306,36.43°N,138.39°E,,,,
Eboshi-Washigatake,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1672,5486,35.937°N,136.974°E,,,,
Egersuwa,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,582,1909,12.45°N,42.166°E,0,36,474,3248
Eggella,https://volcano.si.edu/gallery/photos/GVP-12628.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,1046,3432,56.57°N,158.52°E,,,,
Eifuku,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,United States,Volcanic Region,"Izu, Volcano, and Mariana Islands",pleistocene,Pleistocene,-551,-1808,21.409°N,144.161°E,,,,
Ela,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,934,3064,12.519°N,41.19°E,,,,
Emae,https://volcano.si.edu/includes/images/noimage.jpg,Complex,Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,629,2064,17.063°S,168.381°E,,,,
Embagai,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,3220,10564,2.92°S,35.83°E,,,,
Emperor Range,https://volcano.si.edu/includes/images/noimage.jpg,Caldera(s),Papua New Guinea,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,2040,6693,5.7°S,154.95°E,,,,
Endut,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,1297,4255,6.62°S,106.37°E,,,,
Erkeshan,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),China,Volcanic Region,China (eastern),pleistocene,Pleistocene,416,1365,48.056°N,126.261°E,,,,
"Ernici, Monti",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,0,0,41.58°N,13.33°E,,,,
Eríksjokull,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,1675,5495,64.77°N,20.4°W,,,,
Esan Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,691,2267,41.849°N,141.097°E,,,,
Escala,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,4000,13123,21.6°S,66.88°W,,,,
"Escondido, El",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,1620,5315,5.514°N,75.043°W,,,,
Espenberg,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,Alaska (western),pleistocene,Pleistocene,243,797,66.35°N,164.33°W,,,,
Etopan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,1264,4147,55.97°N,157.63°E,,,,
Etrusk,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Turkey,Volcanic Region,Turkey,pleistocene,Pleistocene,3100,10171,39.032°N,43.66°E,,,,
Fanjiatung Group,https://volcano.si.edu/includes/images/noimage.jpg,Cone(s),China,Volcanic Region,China (eastern),pleistocene,Pleistocene,283,928,43.75°N,125.17°E,,,,
Fatmalapa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,500,1640,17.57°S,168.37°E,,,,
Fatu Hiva,https://volcano.si.edu/includes/images/noimage.jpg,Shield,France,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,955,3133,10.47°S,138.65°W,,,,
Favenc,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,1583,5194,6.97°S,144.68°E,0,12,56,8300
Fedotych,https://volcano.si.edu/gallery/photos/GVP-12630.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,965,3166,57.13°N,160.4°E,,,,
Feinga Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Tonga,Volcanic Region,Tonga Islands,pleistocene,Pleistocene,-393,-1289,20.154°S,175.163°W,,,,
Filicudi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,773,2536,38.58°N,14.55°E,,,,
Finini,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,0,0,11.98°N,41.35°E,,,,
"Firura, Nevados",https://volcano.si.edu/gallery/photos/GVP-04756.jpg,Stratovolcano(es),Peru,Volcanic Region,Peru,pleistocene,Pleistocene,5498,18038,15.23°S,72.63°W,,,,
Fjallgardar Ridge,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Iceland,Volcanic Region,Iceland (northeastern),pleistocene,Pleistocene,1035,3396,65.5°N,15.67°W,,,,
Floreana,https://volcano.si.edu/gallery/photos/GVP-10178.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,640,2100,1.3°S,90.45°W,,,,
"Flores, Los",https://volcano.si.edu/gallery/photos/GVP-08599.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,520,1706,22.58°N,99.38°W,,,,
Fort Rock Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Maar(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,1712,5617,43.392°N,121.142°W,,,,
Foundland,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Dominica,Volcanic Region,West Indies,pleistocene,Pleistocene,960,3150,15.27°N,61.28°W,570,570,725,106237
Four Craters Lava Field,https://volcano.si.edu/gallery/photos/GVP-08848.jpg,Volcanic field,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,1501,4925,43.361°N,120.669°W,,,,
Fox,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Australia,Volcanic Region,Australia,pleistocene,Pleistocene,840,2756,18.85°S,145.8°E,,,,
Franklin Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,247,810,76.17°S,168.38°E,,,,
Fuji Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,2177,7142,43.659°N,122.103°W,,,,
Fumarole Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Utah),pleistocene,Pleistocene,1609,5279,39.616°N,112.803°W,,,,
Funagata,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1500,4921,38.453°N,140.623°E,,,,
Futago,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,Volcanic Region,Ryukyu Islands and Kyushu,pleistocene,Pleistocene,720,2362,33.58°N,131.604°E,,,,
Futamata,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1544,5066,37.243°N,139.97°E,,,,
Gad Elu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,1548,5079,12.408°N,41.06°E,,,,
Gademota Caldera,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,2090,6857,7.88°N,38.6°E,,,,
Gaesafjoll,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,Volcanic Region,Iceland (northeastern),pleistocene,Pleistocene,882,2894,65.775°N,16.88°W,,,,
Gaeta Bay Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Italy,Volcanic Region,Italy,pleistocene,Pleistocene,0,0,40.978°N,13.663°E,41,45,87,4473
Gajajima,https://volcano.si.edu/gallery/photos/GVP-11797.jpg,Stratovolcano,Japan,Volcanic Region,Ryukyu Islands and Kyushu,pleistocene,Pleistocene,452,1483,29.904°N,129.541°E,,,,
"Galan, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,6000,19685,25.93°S,66.92°W,,,,
Gamble,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,-900,-2953,27.2°S,177.41°W,,,,
Gandom Beryan,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Iran,Volcanic Region,Middle East (eastern),pleistocene,Pleistocene,500,1640,31.343°N,57.517°E,,,,
Gankyoji,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1691,5548,36.054°N,136.743°E,,,,
Ganto-Kamuro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1485,4872,38.196°N,140.48°E,,,,
Gaojianshi,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,China,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,0,0,17°N,112.5°E,,,,
"Garu, Morne",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Saint Vincent and the Grenadines,Volcanic Region,West Indies,pleistocene,Pleistocene,1074,3524,13.292°N,61.2°W,,,,
Gassan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,1984,6509,38.546°N,140.03°E,,,,
Gate Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,559,1834,12.6°N,123.997°E,,,,
Gaussberg,https://volcano.si.edu/includes/images/noimage.jpg,Cone,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,370,1214,66.78°S,89.3°E,,,,
"Gavilantepeque, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Shield,Honduras,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,1280,4199,14°N,87.18°W,,,,
Gede,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,595,1952,5.93°S,106.07°E,,,,
Gelai,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,2942,9652,2.6°S,36.1°E,,,,
Gemelos-Saladillo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Argentina,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,0,0,24.75°S,66.17°W,0,6,162,5255
Geodesistov,https://volcano.si.edu/gallery/photos/GVP-12624.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,1170,3839,56.33°N,158.67°E,,,,
Geronimo,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (Arizona),pleistocene,Pleistocene,1300,4265,32.5°N,109.25°W,,,,
Gertrude Creek,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,Alaska Peninsula,pleistocene,Pleistocene,437,1434,58.034°N,156.146°W,,,,
Getsuyo Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Japan,Volcanic Region,"Izu, Volcano, and Mariana Islands",pleistocene,Pleistocene,-1095,-3593,29.306°N,140.471°E,,,,
Geureudong,https://volcano.si.edu/gallery/photos/GVP-12034.jpg,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,2885,9465,4.813°N,96.82°E,,,,
Geureugoh,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,0,0,5.15°N,96.67°E,,,,
Geysir,https://volcano.si.edu/gallery/photos/GVP-12056.jpg,Stratovolcano,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,700,2297,64.32°N,20.3°W,,,,
Gharyan Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Libya,Volcanic Region,Africa (northern),pleistocene,Pleistocene,850,2789,32°N,13.25°E,,,,
Gilbert,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,Aleutian Islands,pleistocene,Pleistocene,818,2684,54.25°N,165.65°W,,,,
Gilibanta,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,363,1191,8.42°S,119.32°E,,,,
Giljanes,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,-700,-2297,34.775°S,178.579°E,,,,
Giluwe,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,4368,14331,6.05°S,143.88°E,1449,8524,168136,1614661
Girekol,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Turkey,Volcanic Region,Turkey,pleistocene,Pleistocene,2145,7037,39.104°N,43.426°E,,,,
Goat Rocks,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,Volcanic Region,USA (Washington),pleistocene,Pleistocene,2494,8182,46.5°N,121.4°W,0,0,54,23976
Golaya,https://volcano.si.edu/gallery/photos/GVP-11314.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,858,2815,52.263°N,157.787°E,3,3,273,461496
Golden Trout Creek,https://volcano.si.edu/gallery/photos/GVP-10244.jpg,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,2886,9469,36.358°N,118.32°W,,,,
Goose Nest,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,2213,7260,42.788°N,122.154°W,,,,
Goosenest,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,2528,8294,41.722°N,122.22°W,,,,
Gora Desantnaya,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,847,2779,46.192°N,150.369°E,0,0,0,266
Gordon,https://volcano.si.edu/gallery/photos/GVP-09452.jpg,Pyroclastic cone(s),United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,2755,9039,62.13°N,143.08°W,,,,
Gough Island,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United Kingdom,Volcanic Region,Atlantic Ocean (southern),pleistocene,Pleistocene,910,2986,40.32°S,9.93°W,,,,
Grand Bonhomme,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Saint Vincent and the Grenadines,Volcanic Region,West Indies,pleistocene,Pleistocene,1021,3350,13.22°N,61.208°W,,,,
"Grande, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),United States,Volcanic Region,USA (Idaho),pleistocene,Pleistocene,0,0,43.45°N,112.83°W,,,,
"Grande, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,3050,10007,19.62°N,97.93°W,,,,
Grensdalur,https://volcano.si.edu/gallery/photos/GVP-12085.jpg,Stratovolcano,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,497,1631,64.02°N,21.17°W,,,,
Guistepeque Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,1358,4455,14.5°N,89.733°W,,,,
Gölcük,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Turkey,Volcanic Region,Turkey,pleistocene,Pleistocene,0,0,37.72°N,30.492°E,,,,
Hackamore,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,1703,5587,41.67°N,121.17°W,,,,
Hagen,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Papua New Guinea,Volcanic Region,New Guinea and D'Entrecasteaux Islands,pleistocene,Pleistocene,3765,12352,5.77°S,144.03°E,,,,
Hakodateyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,333,1093,41.757°N,140.708°E,,,,
Halimun,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,1929,6329,6.72°S,106.45°E,,,,
Halimun-Talaga,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,1741,5712,6.846°S,106.563°E,,,,
